"distance","cab_type","time_stamp","destination","source","price","surge_multiplier","id","product_id","name"
"1.04","Uber","1545064811019","Financial District","North End","27.5","1","3b8d9863-5c4c-48a6-b39f-428600cfb95b","6d318bcc-22a3-4af6-bddd-b409bfce1546","Black SUV"
"1.04","Uber","1543360342149","Financial District","North End","NULL","1","7b06940f-8138-4bf9-af8b-9a356d17d13f","8cf7e821-f0d3-49c6-8eba-e679c0ebcf6a","Taxi"
"1.04","Uber","1543445588228","Financial District","North End","9","1","897db71e-08aa-4c48-950e-0374756630be","55c66225-fbe7-4fd5-9072-eab1ece5e23e","UberX"
"1.04","Uber","1543261449766","Financial District","North End","8","1","aa1869a6-ea8a-415f-af57-11679e381a64","997acbb5-e102-41e1-b155-9df7de0a73f2","UberPool"
"1.04","Uber","1544874611052","Financial District","North End","11.5","1","b1f7ccde-ae95-4b83-9302-a0f107551412","6f72dfc5-27f1-42e8-84db-ccc7a75f6969","UberXL"
"1.04","Uber","1543855979582","Financial District","North End","9","1","ceb12ca1-41c3-43ba-b9c4-afc0593d7b02","9a0e7b09-b92b-4c41-9779-2ad22b4d779d","WAV"
"1.04","Uber","1543447720709","Financial District","North End","15","1","d7fdb47b-14bf-49b4-9fe5-71ce3d5352e1","6c84fd89-3f11-4782-9b50-97c468b19529","Black"
"1.22","Uber","1543427948784","Financial District","North End","12","1","1f3053e0-95c8-455f-9095-761b8eeda474","6f72dfc5-27f1-42e8-84db-ccc7a75f6969","UberXL"
"1.22","Uber","1543364842601","Financial District","North End","8","1","3fedc9d6-7f29-4412-ac5b-e51d1ff36747","55c66225-fbe7-4fd5-9072-eab1ece5e23e","UberX"
"1.22","Uber","1543432448037","Financial District","North End","8","1","4d52b20c-9b89-4399-9687-974e9498095f","9a0e7b09-b92b-4c41-9779-2ad22b4d779d","WAV"
"1.22","Uber","1543827184176","Financial District","North End","26","1","5e84a882-b7f2-41fb-bb17-12688e55fb38","6d318bcc-22a3-4af6-bddd-b409bfce1546","Black SUV"
"1.22","Uber","1544776511205","Financial District","North End","6.5","1","ad98b0c9-cfc5-47a3-8890-7ad8d7d7033c","997acbb5-e102-41e1-b155-9df7de0a73f2","UberPool"
"1.22","Uber","1543308322142","Financial District","North End","NULL","1","bb261e35-9216-4d58-81d6-5b334d3b8448","8cf7e821-f0d3-49c6-8eba-e679c0ebcf6a","Taxi"
"1.22","Uber","1543699682391","Financial District","North End","16","1","c1af84c1-7ea5-4c93-9acd-a3d4b5ad9c71","6c84fd89-3f11-4782-9b50-97c468b19529","Black"
"2.58","Uber","1543450120650","Beacon Hill","South Station","9.5","1","04f494fa-080e-49ee-b959-a36b99924266","55c66225-fbe7-4fd5-9072-eab1ece5e23e","UberX"
"2.58","Uber","1543234990166","Beacon Hill","South Station","29.5","1","0cb9ac8b-003f-43e9-929a-381dba9445d4","6d318bcc-22a3-4af6-bddd-b409bfce1546","Black SUV"
"2.58","Uber","1544771711414","Beacon Hill","South Station","14","1","1c7141e5-37ef-4812-bbe4-1e57e88e2f22","6f72dfc5-27f1-42e8-84db-ccc7a75f6969","UberXL"
"2.58","Uber","1544715311081","Beacon Hill","South Station","NULL","1","71f9912a-a8dd-4b1b-a32f-b719253910bd","8cf7e821-f0d3-49c6-8eba-e679c0ebcf6a","Taxi"
"2.58","Uber","1543402208187","Beacon Hill","South Station","8","1","7e767c88-9e86-4dff-a8e6-1ecb1d9de9a2","997acbb5-e102-41e1-b155-9df7de0a73f2","UberPool"
"2.58","Uber","1545081013356","Beacon Hill","South Station","9.5","1","9e8862a2-f98a-4214-a216-33e4833d897b","9a0e7b09-b92b-4c41-9779-2ad22b4d779d","WAV"
"2.58","Uber","1543888384475","Beacon Hill","South Station","18.5","1","a194b9cb-e875-4197-b2ba-311c25340e17","6c84fd89-3f11-4782-9b50-97c468b19529","Black"
"0.54","Uber","1545117012595","Financial District","South Station","7","1","072c02a7-0788-46bc-99c7-65ac4904051a","9a0e7b09-b92b-4c41-9779-2ad22b4d779d","WAV"
"0.54","Uber","1543774077820","Financial District","South Station","15","1","186e647c-2e82-4b6d-92fb-7c10ae070cd6","6c84fd89-3f11-4782-9b50-97c468b19529","Black"
"0.54","Uber","1545035108057","Financial District","South Station","5.5","1","1b8ce213-3d9b-4215-8333-fb8ebe61a8fb","997acbb5-e102-41e1-b155-9df7de0a73f2","UberPool"
"0.54","Uber","1543602179314","Financial District","South Station","7","1","3e5a34a0-8208-4f94-ba15-3b7db23d5161","55c66225-fbe7-4fd5-9072-eab1ece5e23e","UberX"
"0.54","Uber","1544905809802","Financial District","South Station","27.5","1","6013e5cd-2979-4dec-9887-25ed4379aca0","6d318bcc-22a3-4af6-bddd-b409bfce1546","Black SUV"
"0.54","Uber","1545073512753","Financial District","South Station","10.5","1","68c576af-df26-4923-9424-8303e8a1fd7d","6f72dfc5-27f1-42e8-84db-ccc7a75f6969","UberXL"
"0.54","Uber","1543331002127","Financial District","South Station","NULL","1","93774214-0491-4e2f-99eb-212d62457611","8cf7e821-f0d3-49c6-8eba-e679c0ebcf6a","Taxi"
"2.09","Uber","1543519388588","Back Bay","Haymarket Square","9.5","1","260a8b30-2ca1-4054-a6fc-333a7c03fc0c","55c66225-fbe7-4fd5-9072-eab1ece5e23e","UberX"
"2.09","Uber","1544875809004","Back Bay","Haymarket Square","22","1","7d746b52-75fe-4aa1-a77b-d931c7b52a61","6c84fd89-3f11-4782-9b50-97c468b19529","Black"
"2.09","Uber","1543461553393","Back Bay","Haymarket Square","NULL","1","7e72cea1-ad8e-4501-8575-81a30214383f","8cf7e821-f0d3-49c6-8eba-e679c0ebcf6a","Taxi"
"2.09","Uber","1543883584692","Back Bay","Haymarket Square","16","1","bf893edf-6351-478b-a51f-89c997badb13","6f72dfc5-27f1-42e8-84db-ccc7a75f6969","UberXL"
"2.09","Uber","1543695483481","Back Bay","Haymarket Square","9.5","1","c8ab5a55-5e21-40cd-becb-99f620527592","9a0e7b09-b92b-4c41-9779-2ad22b4d779d","WAV"
"2.09","Uber","1543767785081","Back Bay","Haymarket Square","9.5","1","d43c5c54-45fe-4cba-a0d7-fd98572e8920","997acbb5-e102-41e1-b155-9df7de0a73f2","UberPool"
"2.09","Uber","1544907304437","Back Bay","Haymarket Square","29","1","e128f03e-965b-40a4-b75e-f8e437261de6","6d318bcc-22a3-4af6-bddd-b409bfce1546","Black SUV"
"1.92","Uber","1544805303473","Northeastern University","Beacon Hill","24","1","001e4903-c2ec-4752-8830-206149cfb440","6d318bcc-22a3-4af6-bddd-b409bfce1546","Black SUV"
"1.92","Uber","1543642378627","Northeastern University","Beacon Hill","17.5","1","52439ade-285c-4682-a9bf-f927d7aab471","6c84fd89-3f11-4782-9b50-97c468b19529","Black"
"1.92","Uber","1543643286435","Northeastern University","Beacon Hill","13.5","1","856f7a72-a86a-40e5-916d-cf4f461d58b6","6f72dfc5-27f1-42e8-84db-ccc7a75f6969","UberXL"
"1.92","Uber","1543774987806","Northeastern University","Beacon Hill","8.5","1","9244570f-8c78-416b-9cfb-1382005ed047","997acbb5-e102-41e1-b155-9df7de0a73f2","UberPool"
"1.92","Uber","1545056707035","Northeastern University","Beacon Hill","8.5","1","9c8fec20-143b-4207-acbe-f26619e30e65","9a0e7b09-b92b-4c41-9779-2ad22b4d779d","WAV"
"1.92","Uber","1544793612120","Northeastern University","Beacon Hill","NULL","1","afb1f3fc-c35d-46c4-ae34-94c0f30d4683","8cf7e821-f0d3-49c6-8eba-e679c0ebcf6a","Taxi"
"1.92","Uber","1545036909779","Northeastern University","Beacon Hill","8.5","1","bd248646-46c5-4027-a944-0fa743d2c1ee","55c66225-fbe7-4fd5-9072-eab1ece5e23e","UberX"
"2.33","Uber","1543310843555","North End","Back Bay","NULL","1","13e2dcb3-f4e6-45f5-9ec7-4e799f1441e3","8cf7e821-f0d3-49c6-8eba-e679c0ebcf6a","Taxi"
"2.33","Uber","1543507376209","North End","Back Bay","12","1","17439c04-d2c1-44c5-a5ba-65bd8fc19294","9a0e7b09-b92b-4c41-9779-2ad22b4d779d","WAV"
"2.33","Uber","1543498084646","North End","Back Bay","12","1","48929665-8fb0-455c-9418-ac67a148ab68","55c66225-fbe7-4fd5-9072-eab1ece5e23e","UberX"
"2.33","Uber","1543267929564","North End","Back Bay","10","1","4db866eb-fdbd-4a51-8e53-7c675b9fe0d1","997acbb5-e102-41e1-b155-9df7de0a73f2","UberPool"
"2.33","Uber","1543416386680","North End","Back Bay","18.5","1","95a17ca4-c7b4-4f2c-afa8-a0acab1fc81e","6f72dfc5-27f1-42e8-84db-ccc7a75f6969","UberXL"
"2.33","Uber","1545139506016","North End","Back Bay","34","1","a80706eb-39cd-4bc5-9a19-40c5155da413","6d318bcc-22a3-4af6-bddd-b409bfce1546","Black SUV"
"2.33","Uber","1543722776939","North End","Back Bay","25","1","b358715d-722e-4a6a-9df3-b902910fc23b","6c84fd89-3f11-4782-9b50-97c468b19529","Black"
"3.04","Uber","1543534384706","West End","Boston University","32","1","154154fe-dcc0-4dc8-9045-f12204615612","6d318bcc-22a3-4af6-bddd-b409bfce1546","Black SUV"
"3.04","Uber","1543323262047","West End","Boston University","24","1","16366dbe-09a2-4322-8abd-1e2c5a12e47d","6c84fd89-3f11-4782-9b50-97c468b19529","Black"
"3.04","Uber","1543326503873","West End","Boston University","10","1","22da229b-8b04-42d2-a015-a330f56eabfe","997acbb5-e102-41e1-b155-9df7de0a73f2","UberPool"
"3.04","Uber","1544927407348","West End","Boston University","9.5","1","4a51e07b-cb13-4314-8b72-c1d485b2c7e0","9a0e7b09-b92b-4c41-9779-2ad22b4d779d","WAV"
"3.04","Uber","1543647179031","West End","Boston University","NULL","1","923e4994-0b42-4987-a375-940ad5eaa6fa","8cf7e821-f0d3-49c6-8eba-e679c0ebcf6a","Taxi"
"3.04","Uber","1544949304341","West End","Boston University","18.5","1","994c6439-a0dc-423d-b595-ae24f403f034","6f72dfc5-27f1-42e8-84db-ccc7a75f6969","UberXL"
"3.04","Uber","1543401983049","West End","Boston University","9.5","1","e12ed4c0-cda7-41cc-9589-e190e324630a","55c66225-fbe7-4fd5-9072-eab1ece5e23e","UberX"
"0.63","Uber","1543453507165","Financial District","South Station","27.5","1","30c26b90-9b17-44a5-9efc-49fe66547aa0","6d318bcc-22a3-4af6-bddd-b409bfce1546","Black SUV"
"1.41","Uber","1543850883413","Boston University","Back Bay","26.5","1","191cf84f-45c0-4886-be49-f89c93d6cd14","6d318bcc-22a3-4af6-bddd-b409bfce1546","Black SUV"
"1.41","Uber","1543803481359","Boston University","Back Bay","8","1","5030f329-3875-45cd-b975-0dd0b3d2d3cd","55c66225-fbe7-4fd5-9072-eab1ece5e23e","UberX"
"1.41","Uber","1544810414042","Boston University","Back Bay","8","1","6f14525d-d5a3-4588-8119-8619ee002f96","9a0e7b09-b92b-4c41-9779-2ad22b4d779d","WAV"
"1.41","Uber","1543409407764","Boston University","Back Bay","18","1","c251a8fe-0cd7-4f35-8b6e-6659035c89f5","6c84fd89-3f11-4782-9b50-97c468b19529","Black"
"1.41","Uber","1544683508372","Boston University","Back Bay","7","1","ccf2efa6-9509-4bf8-80ae-fe4b1e11405f","997acbb5-e102-41e1-b155-9df7de0a73f2","UberPool"
"1.41","Uber","1543472577784","Boston University","Back Bay","NULL","1","cea49200-d482-48cb-9176-0f97d456fe6e","8cf7e821-f0d3-49c6-8eba-e679c0ebcf6a","Taxi"
"1.41","Uber","1544945412368","Boston University","Back Bay","12","1","da08fea6-10fd-4eae-bda0-e97dd320d684","6f72dfc5-27f1-42e8-84db-ccc7a75f6969","UberXL"
"1.03","Uber","1543415887679","North Station","North End","7","1","24960e68-e310-4ee4-8e1d-8812e2494673","9a0e7b09-b92b-4c41-9779-2ad22b4d779d","WAV"
"1.03","Uber","1543707183686","North Station","North End","27.5","1","35acc950-b728-4e55-a1cb-f99d90aa9d11","6d318bcc-22a3-4af6-bddd-b409bfce1546","Black SUV"
"1.03","Uber","1544840111377","North Station","North End","15","1","4cab7cdb-f9a6-49ec-8048-d58cca3afc4e","6c84fd89-3f11-4782-9b50-97c468b19529","Black"
"1.03","Uber","1543359442343","North Station","North End","7","1","503d06b6-ce32-4bda-a08a-39ab0e38bb81","55c66225-fbe7-4fd5-9072-eab1ece5e23e","UberX"
"1.03","Uber","1543737482899","North Station","North End","NULL","1","82b3b237-912a-4190-a6a8-943d89db81db","8cf7e821-f0d3-49c6-8eba-e679c0ebcf6a","Taxi"
"1.03","Uber","1544820005440","North Station","North End","7.5","1","a684fe39-a73b-45ab-8e48-d181794cdd2b","997acbb5-e102-41e1-b155-9df7de0a73f2","UberPool"
"1.03","Uber","1543513677937","North Station","North End","10.5","1","ee26e5ee-a7d7-4147-a6c2-7b4415ef6754","6f72dfc5-27f1-42e8-84db-ccc7a75f6969","UberXL"
"3.39","Uber","1543276635060","North Station","Boston University","19.5","1","570100ba-9792-45ad-ae5d-23f70a874744","6f72dfc5-27f1-42e8-84db-ccc7a75f6969","UberXL"
"3.39","Uber","1543827183232","North Station","Boston University","29.5","1","6e68e667-c819-4338-8ef7-1be19111cd28","6c84fd89-3f11-4782-9b50-97c468b19529","Black"
"3.39","Uber","1544815811586","North Station","Boston University","12","1","70ed8a83-2651-4509-8989-2c7ed4ffd163","55c66225-fbe7-4fd5-9072-eab1ece5e23e","UberX"
"3.39","Uber","1543453764965","North Station","Boston University","12","1","a2c7f1d2-e09f-4373-b231-be8382b8540a","9a0e7b09-b92b-4c41-9779-2ad22b4d779d","WAV"
"3.39","Uber","1543311203380","North Station","Boston University","37.5","1","c603c2e7-278f-4e37-bf59-93110c6dda4e","6d318bcc-22a3-4af6-bddd-b409bfce1546","Black SUV"
"3.39","Uber","1543551183948","North Station","Boston University","NULL","1","c8ff12ec-542b-4f26-92e6-68360aba3d96","8cf7e821-f0d3-49c6-8eba-e679c0ebcf6a","Taxi"
"3.39","Uber","1545065107259","North Station","Boston University","10","1","cad7daa1-4ea6-46f0-bc55-b173aacbf86b","997acbb5-e102-41e1-b155-9df7de0a73f2","UberPool"
"1.08","Uber","1545121812007","North End","North Station","7.5","1","029664dd-d221-42a0-93e1-12846280407b","55c66225-fbe7-4fd5-9072-eab1ece5e23e","UberX"
"1.08","Uber","1543296802267","North End","North Station","7.5","1","12250f8f-ce71-407c-aa8c-94afc6fab72c","997acbb5-e102-41e1-b155-9df7de0a73f2","UberPool"
"1.08","Uber","1543652881961","North End","North Station","27.5","1","22815e4e-5fb2-4595-8de8-2774631b541d","6d318bcc-22a3-4af6-bddd-b409bfce1546","Black SUV"
"1.08","Uber","1543274474229","North End","North Station","11","1","4d58a120-3767-4b11-ac4c-940f7f24ec6f","6f72dfc5-27f1-42e8-84db-ccc7a75f6969","UberXL"
"1.08","Uber","1543445407421","North End","North Station","7.5","1","8da0abba-0afd-4040-9965-5f92b01bd917","9a0e7b09-b92b-4c41-9779-2ad22b4d779d","WAV"
"1.08","Uber","1543272102842","North End","North Station","15","1","e658fd6e-7ff4-4cca-976a-724b95c11a53","6c84fd89-3f11-4782-9b50-97c468b19529","Black"
"1.08","Uber","1543447027975","North End","North Station","NULL","1","eb796c90-bb5e-4836-b914-ab96021a7f36","8cf7e821-f0d3-49c6-8eba-e679c0ebcf6a","Taxi"
"1.57","Uber","1545077703725","North End","Theatre District","13","1","0e9403d9-ce9e-47af-ae8d-4cecd18357be","6f72dfc5-27f1-42e8-84db-ccc7a75f6969","UberXL"
"1.57","Uber","1544913311223","North End","Theatre District","17","1","20162a77-31f8-4e6f-a630-7c39ae9402fe","6c84fd89-3f11-4782-9b50-97c468b19529","Black"
"1.57","Uber","1543325422337","North End","Theatre District","NULL","1","4dfaec11-4266-4a13-8ee9-c045019b5f79","8cf7e821-f0d3-49c6-8eba-e679c0ebcf6a","Taxi"
"1.57","Uber","1543639083290","North End","Theatre District","7.5","1","4e510de3-0839-49e2-9ea9-0dc573c83f35","9a0e7b09-b92b-4c41-9779-2ad22b4d779d","WAV"
"1.57","Uber","1544907315037","North End","Theatre District","27","1","71832bed-541f-463e-8461-77d9ff7e50fa","6d318bcc-22a3-4af6-bddd-b409bfce1546","Black SUV"
"1.57","Uber","1543419487728","North End","Theatre District","7.5","1","e0ff3173-75c8-451b-ad5a-782195ef320c","55c66225-fbe7-4fd5-9072-eab1ece5e23e","UberX"
"1.57","Uber","1543289602193","North End","Theatre District","7.5","1","f11797ea-3f57-4870-9d6b-5f48f64cde91","997acbb5-e102-41e1-b155-9df7de0a73f2","UberPool"
"0.56","Uber","1543621389493","Haymarket Square","North Station","10.5","1","25604f94-e8e7-48b2-871d-407712d0b601","6f72dfc5-27f1-42e8-84db-ccc7a75f6969","UberXL"
"0.56","Uber","1543649583757","Haymarket Square","North Station","7","1","36e534db-3199-4621-8bd0-b9e24dcca340","55c66225-fbe7-4fd5-9072-eab1ece5e23e","UberX"
"0.56","Uber","1543640280846","Haymarket Square","North Station","15","1","a00b44cd-d79b-4eda-bdb4-62d9fced3ce3","6c84fd89-3f11-4782-9b50-97c468b19529","Black"
"0.56","Uber","1543353863835","Haymarket Square","North Station","27.5","1","a342a9c3-7319-4271-8646-4a8b1722d4e0","6d318bcc-22a3-4af6-bddd-b409bfce1546","Black SUV"
"0.56","Uber","1543332082049","Haymarket Square","North Station","7","1","b8578db2-13a4-41d0-966f-5d8c7d5b54c0","9a0e7b09-b92b-4c41-9779-2ad22b4d779d","WAV"
"0.56","Uber","1543430108330","Haymarket Square","North Station","NULL","1","d9a16b4f-6df1-4d8e-a5de-16f6e15a7116","8cf7e821-f0d3-49c6-8eba-e679c0ebcf6a","Taxi"
"0.56","Uber","1545129609128","Haymarket Square","North Station","7","1","dcc090ba-4920-431b-9182-317c392757a2","997acbb5-e102-41e1-b155-9df7de0a73f2","UberPool"
